"","cidade","area","comodos","banheiros","vagas","andares","animais","mobilia","condominio","aluguel","iptu","seguro","somatorio","cod","andares_new","animais_new","mobilia_new"
"6494","Rio de Janeiro",97,2,2,1,"7","acept","not furnished",1770,4400,334,57,6561,6494,7,1,0
"6495","Belo Horizonte",90,3,2,1,"1","acept","not furnished",135,1300,115,18,1568,6495,1,1,0
"6496","Rio de Janeiro",130,3,2,1,"9","acept","not furnished",1350,4500,209,58,6117,6496,9,1,0
"6497","Campinas",128,4,2,1,"7","not acept","not furnished",900,3400,59,44,4403,6497,7,0,0
"6499","Belo Horizonte",76,2,1,1,"2","not acept","not furnished",200,900,0,12,1112,6499,2,0,0
"6503","Belo Horizonte",45,1,1,0,"9","acept","not furnished",285,1100,55,15,1455,6503,9,1,0
"6505","Belo Horizonte",471,5,6,3,"0","acept","not furnished",0,14000,1297,230,15530,6505,0,1,0
"6506","Campinas",50,1,1,0,"4","acept","not furnished",418,520,23,7,968,6506,4,1,0
"6507","Belo Horizonte",344,3,4,4,"16","not acept","not furnished",3158,15000,1231,200,19590,6507,16,0,0
"6509","Porto Alegre",42,2,1,0,"0","acept","not furnished",0,860,13,16,889,6509,0,1,0
"6510","Belo Horizonte",60,1,1,1,"9","acept","not furnished",270,1400,101,19,1790,6510,9,1,0
"6513","Belo Horizonte",48,2,1,1,"3","acept","not furnished",120,900,96,12,1128,6513,3,1,0
"6515","Porto Alegre",72,2,2,1,"2","acept","not furnished",570,1200,60,18,1848,6515,2,1,0
"6516","Belo Horizonte",400,3,2,1,"0","acept","not furnished",0,1600,258,27,1885,6516,0,1,0
"6518","Rio de Janeiro",189,3,2,2,"9","acept","not furnished",2500,8500,489,110,11600,6518,9,1,0
"6520","Rio de Janeiro",330,4,4,2,"21","acept","not furnished",1300,15000,1084,110,17490,6520,21,1,0
"6525","Rio de Janeiro",110,3,2,0,"10","not acept","furnished",1260,2950,303,39,4552,6525,10,0,1
"6527","Rio de Janeiro",26,1,1,0,"2","not acept","not furnished",50,1500,59,20,1629,6527,2,0,0
"6528","Belo Horizonte",88,3,2,2,"2","not acept","not furnished",312,1200,109,16,1637,6528,2,0,0
"6531","Porto Alegre",90,3,2,2,"9","acept","not furnished",433,2780,116,41,3370,6531,9,1,0
"6536","Rio de Janeiro",168,3,2,0,"1","acept","not furnished",1000,3700,417,48,5165,6536,1,1,0
"6537","Campinas",100,3,2,2,"1","acept","furnished",700,2200,105,28,3033,6537,1,1,1
"6538","Rio de Janeiro",69,2,1,1,"9","acept","furnished",500,1370,56,18,1944,6538,9,1,1
"6539","Belo Horizonte",300,3,3,0,"0","acept","furnished",0,5000,0,82,5082,6539,0,1,1
"6540","Belo Horizonte",163,4,4,0,"14","acept","not furnished",1005,7500,22,100,8627,6540,14,1,0
"6543","Rio de Janeiro",112,3,2,0,"7","acept","not furnished",1344,3900,271,51,5566,6543,7,1,0
"6545","Campinas",256,4,5,4,"8","acept","not furnished",3900,3000,1167,39,8106,6545,8,1,0
"6548","Belo Horizonte",75,3,1,1,"4","acept","not furnished",280,1500,66,20,1866,6548,4,1,0
"6549","Rio de Janeiro",400,3,1,1,"0","acept","furnished",0,7650,666,117,8433,6549,0,1,1
"6552","Rio de Janeiro",70,1,1,1,"4","acept","not furnished",1065,3500,255,46,4866,6552,4,1,0
"6553","Belo Horizonte",19,1,1,0,"1","not acept","not furnished",0,1200,37,16,1253,6553,1,0,0
"6557","Porto Alegre",37,1,1,0,"2","acept","not furnished",330,1500,67,22,1919,6557,2,1,0
"6559","Rio de Janeiro",60,1,1,0,"2","not acept","not furnished",600,2300,140,30,3070,6559,2,0,0
"6560","Rio de Janeiro",90,3,2,1,"9","acept","not furnished",700,2050,60,27,2837,6560,9,1,0
"6562","Rio de Janeiro",160,3,2,1,"11","acept","not furnished",1860,4700,275,61,6896,6562,11,1,0
"6563","Belo Horizonte",180,4,2,1,"3","acept","furnished",770,3610,248,49,4677,6563,3,1,1
"6564","Porto Alegre",150,4,3,0,"0","acept","not furnished",0,3300,800,59,4159,6564,0,1,0
"6565","Campinas",75,2,1,1,"0","acept","not furnished",0,1080,80,17,1177,6565,0,1,0
"6566","Rio de Janeiro",90,2,2,1,"4","acept","not furnished",1660,1039,350,14,3063,6566,4,1,0
"6575","Campinas",52,2,1,1,"7","acept","not furnished",248,980,77,13,1318,6575,7,1,0
"6578","Porto Alegre",204,4,4,2,"0","acept","not furnished",0,3440,100,62,3602,6578,0,1,0
"6584","Rio de Janeiro",40,1,2,0,"7","acept","not furnished",500,1800,53,24,2377,6584,7,1,0
"6585","Rio de Janeiro",60,2,1,0,"1","acept","furnished",615,3000,84,39,3738,6585,1,1,1
"6586","Rio de Janeiro",30,1,1,0,"12","acept","not furnished",0,1000,50,13,1063,6586,12,1,0
"6587","Rio de Janeiro",75,3,2,0,"8","acept","not furnished",800,1615,124,12,2551,6587,8,1,0
"6588","Rio de Janeiro",78,3,3,1,"2","acept","not furnished",930,2850,206,37,4023,6588,2,1,0
"6589","Belo Horizonte",140,4,2,2,"1","acept","not furnished",1000,3500,413,47,4960,6589,1,1,0
"6590","Campinas",500,3,7,5,"14","acept","furnished",1890,7950,900,101,10840,6590,14,1,1
"6591","Porto Alegre",80,1,1,0,"0","acept","not furnished",0,971,15,18,1004,6591,0,1,0
"6592","Porto Alegre",182,3,4,2,"0","acept","not furnished",164,2900,74,52,3190,6592,0,1,0
"6595","Porto Alegre",180,3,2,3,"2","acept","furnished",0,5100,250,75,5425,6595,2,1,1
"6596","Belo Horizonte",32,1,1,0,"0","not acept","furnished",550,1100,0,15,1665,6596,0,0,1
"6597","Campinas",52,1,1,1,"6","acept","not furnished",360,750,46,10,1166,6597,6,1,0
"6598","Rio de Janeiro",75,4,1,0,"2","acept","not furnished",800,2200,34,29,3063,6598,2,1,0
"6599","Belo Horizonte",290,4,5,4,"0","acept","not furnished",0,6000,500,99,6599,6599,0,1,0
"6600","Rio de Janeiro",50,1,1,1,"6","acept","furnished",750,2000,0,10,2760,6600,6,1,1
"6604","Porto Alegre",69,3,2,1,"5","acept","not furnished",395,1850,65,28,2338,6604,5,1,0
"6605","Belo Horizonte",76,2,1,2,"3","not acept","furnished",205,2100,99,28,2432,6605,3,0,1
"6611","Porto Alegre",92,3,2,1,"4","acept","furnished",720,3200,75,47,4042,6611,4,1,1
"6614","Belo Horizonte",50,2,1,0,"0","not acept","not furnished",0,850,25,14,889,6614,0,0,0
"6616","Belo Horizonte",1000,5,4,3,"15","acept","not furnished",1255,7000,634,94,8983,6616,15,1,0
"6617","Rio de Janeiro",42,1,1,0,"8","not acept","furnished",900,1920,34,25,2879,6617,8,0,1
"6620","Belo Horizonte",27,1,1,0,"1","not acept","not furnished",0,1167,334,16,1517,6620,1,0,0
"6621","Belo Horizonte",16,1,1,0,"1","not acept","not furnished",0,650,50,9,709,6621,1,0,0
"6622","Belo Horizonte",94,3,2,1,"1","not acept","furnished",450,1900,125,26,2501,6622,1,0,1
"6623","Porto Alegre",83,3,2,1,"11","acept","not furnished",750,2500,101,37,3388,6623,11,1,0
"6624","Belo Horizonte",360,5,4,4,"0","acept","not furnished",0,9000,600,148,9748,6624,0,1,0
"6625","Belo Horizonte",360,5,2,2,"1","acept","not furnished",550,4600,436,62,5648,6625,1,1,0
"6626","Campinas",430,4,5,5,"0","acept","not furnished",0,13000,474,196,13670,6626,0,1,0
"6627","Belo Horizonte",29,1,1,0,"1","acept","not furnished",0,1100,8,15,1123,6627,1,1,0
"6628","Rio de Janeiro",120,3,2,0,"6","acept","not furnished",650,2490,105,33,3278,6628,6,1,0
"6630","Porto Alegre",60,2,1,0,"0","acept","not furnished",0,650,42,12,704,6630,0,1,0
"6632","Rio de Janeiro",250,3,2,2,"0","acept","not furnished",0,12000,542,183,12730,6632,0,1,0
"6634","Rio de Janeiro",70,2,1,1,"9","acept","not furnished",650,2500,105,33,3288,6634,9,1,0
"6639","Porto Alegre",45,1,1,0,"1","acept","not furnished",50,640,84,10,784,6639,1,1,0
"6642","Belo Horizonte",45,2,1,1,"3","acept","not furnished",286,850,63,12,1211,6642,3,1,0
"6645","Belo Horizonte",230,4,3,2,"8","acept","not furnished",1900,5500,48,74,7522,6645,8,1,0
"6647","Rio de Janeiro",152,2,2,1,"3","acept","not furnished",1100,1500,342,20,2962,6647,3,1,0
"6648","Campinas",75,3,1,2,"3","acept","not furnished",599,1300,74,17,1990,6648,3,1,0
"6650","Rio de Janeiro",70,2,2,0,"5","not acept","not furnished",410,2100,13,28,2551,6650,5,0,0
"6655","Campinas",38,1,1,0,"8","acept","not furnished",300,550,70,7,927,6655,8,1,0
"6658","Porto Alegre",55,2,1,1,"4","acept","not furnished",250,1500,83,22,1855,6658,4,1,0
"6660","Campinas",75,3,2,2,"13","not acept","not furnished",700,1600,75,21,2396,6660,13,0,0
"6661","Belo Horizonte",235,4,5,3,"6","acept","not furnished",760,3300,496,44,4600,6661,6,1,0
"6662","Belo Horizonte",434,5,6,0,"10","not acept","furnished",2629,11000,2192,147,15970,6662,10,0,1
"6666","Rio de Janeiro",55,2,1,1,"3","acept","not furnished",670,680,125,9,1484,6666,3,1,0
"6667","Rio de Janeiro",60,2,1,1,"1","not acept","not furnished",800,1500,55,20,2375,6667,1,0,0
"6669","Belo Horizonte",58,2,1,1,"2","acept","not furnished",200,900,0,12,1112,6669,2,1,0
"6671","Porto Alegre",40,1,1,0,"2","acept","furnished",120,1150,35,17,1322,6671,2,1,1
"6672","Campinas",205,3,2,4,"0","acept","not furnished",0,2490,57,38,2585,6672,0,1,0
"6674","Belo Horizonte",300,4,4,3,"13","acept","furnished",1850,15000,1100,200,18150,6674,13,1,1
"6676","Belo Horizonte",113,2,2,2,"4","acept","not furnished",330,2600,116,35,3081,6676,4,1,0
"6677","Belo Horizonte",96,3,2,2,"1","not acept","not furnished",450,1400,120,19,1989,6677,1,0,0
"6682","Belo Horizonte",230,5,3,2,"3","acept","not furnished",500,2200,249,30,2979,6682,3,1,0
"6683","Belo Horizonte",127,3,2,3,"1","acept","not furnished",750,3000,317,40,4107,6683,1,1,0
"6684","Belo Horizonte",156,4,4,3,"7","acept","not furnished",900,6500,369,87,7856,6684,7,1,0
"6687","Porto Alegre",107,3,2,1,"0","acept","not furnished",0,2000,42,36,2078,6687,0,1,0
"6688","Rio de Janeiro",60,2,1,1,"2","acept","not furnished",550,1200,55,16,1821,6688,2,1,0
"6689","Porto Alegre",35,1,1,0,"1","acept","not furnished",230,550,9,9,798,6689,1,1,0
"6690","Porto Alegre",243,3,5,1,"2","acept","not furnished",1788,5556,667,82,8093,6690,2,1,0
"6692","Campinas",45,1,1,1,"4","acept","not furnished",700,870,46,12,1628,6692,4,1,0
"6693","Rio de Janeiro",130,3,2,2,"0","acept","not furnished",0,3000,167,46,3213,6693,0,1,0
"6694","Porto Alegre",80,2,2,0,"3","acept","furnished",300,2800,0,41,3141,6694,3,1,1
"6697","Rio de Janeiro",57,2,2,1,"9","acept","not furnished",1080,1800,281,24,3185,6697,9,1,0
"6698","Porto Alegre",180,4,2,2,"3","acept","not furnished",1000,2400,109,36,3545,6698,3,1,0
"6700","Rio de Janeiro",70,2,2,1,"0","acept","not furnished",200,1900,55,29,2184,6700,0,1,0
"6702","Porto Alegre",64,2,1,0,"4","not acept","furnished",250,1700,9,25,1984,6702,4,0,1
"6703","Porto Alegre",40,1,1,0,"0","not acept","not furnished",0,750,0,14,764,6703,0,0,0
"6704","Belo Horizonte",73,1,1,0,"4","acept","not furnished",0,700,0,10,710,6704,4,1,0
"6707","Campinas",63,2,1,0,"0","acept","not furnished",400,850,26,11,1287,6707,0,1,0
"6710","Campinas",70,3,1,1,"1","acept","not furnished",315,940,64,12,1331,6710,1,1,0
"6711","Belo Horizonte",60,2,1,1,"12","not acept","not furnished",285,1000,20,14,1319,6711,12,0,0
"6712","Belo Horizonte",90,4,3,1,"2","acept","not furnished",150,950,83,13,1196,6712,2,1,0
"6713","Porto Alegre",98,2,1,0,"9","acept","not furnished",380,1800,91,27,2298,6713,9,1,0
"6716","Rio de Janeiro",100,3,2,1,"8","acept","furnished",1600,4000,184,52,5836,6716,8,1,1
"6721","Rio de Janeiro",25,1,1,0,"3","not acept","not furnished",328,1900,0,25,2253,6721,3,0,0
"6726","Rio de Janeiro",86,2,2,2,"2","acept","not furnished",700,1200,8,16,1924,6726,2,1,0
"6727","Porto Alegre",200,4,3,0,"0","not acept","not furnished",0,15000,834,267,16100,6727,0,0,0
"6732","Belo Horizonte",616,5,5,6,"0","acept","not furnished",0,12500,1103,205,13810,6732,0,1,0
"6733","Rio de Janeiro",86,2,2,2,"2","acept","not furnished",700,1200,8,16,1924,6733,2,1,0
"6735","Rio de Janeiro",100,2,2,1,"21","not acept","not furnished",1230,2000,13,26,3269,6735,21,0,0
"6739","Porto Alegre",42,1,2,1,"2","acept","not furnished",217,1800,42,27,2086,6739,2,1,0
"6740","Rio de Janeiro",30,1,1,0,"10","acept","furnished",340,1386,34,18,1778,6740,10,1,1
"6741","Rio de Janeiro",70,2,1,1,"7","acept","not furnished",729,900,122,12,1763,6741,7,1,0
"6744","Porto Alegre",61,2,1,0,"2","acept","not furnished",380,850,30,13,1273,6744,2,1,0
"6745","Porto Alegre",50,1,1,0,"8","acept","not furnished",320,780,25,12,1137,6745,8,1,0
"6746","Campinas",48,2,1,1,"8","acept","not furnished",380,1545,49,20,1994,6746,8,1,0
"6748","Belo Horizonte",100,3,3,1,"4","acept","furnished",1300,2600,300,35,4235,6748,4,1,1
"6751","Campinas",47,1,1,1,"8","acept","not furnished",560,1100,46,14,1720,6751,8,1,0
"6752","Campinas",55,2,1,1,"0","acept","not furnished",400,730,24,10,1164,6752,0,1,0
"6753","Campinas",60,1,1,1,"8","acept","not furnished",340,1100,1,14,1455,6753,8,1,0
"6754","Belo Horizonte",380,5,6,2,"0","acept","not furnished",0,4500,125,74,4699,6754,0,1,0
"6756","Porto Alegre",196,3,4,2,"7","acept","furnished",2000,4600,325,68,6993,6756,7,1,1
"6757","Porto Alegre",70,2,1,0,"0","acept","not furnished",350,1300,42,19,1711,6757,0,1,0
"6760","Porto Alegre",63,2,2,1,"8","acept","not furnished",500,1960,6,29,2495,6760,8,1,0
"6762","Campinas",144,4,3,2,"13","acept","not furnished",1357,1750,210,23,3340,6762,13,1,0
"6763","Rio de Janeiro",200,2,1,0,"0","acept","not furnished",0,3000,0,46,3046,6763,0,1,0
"6766","Porto Alegre",73,3,1,0,"2","acept","not furnished",415,1800,44,27,2286,6766,2,1,0
"6768","Rio de Janeiro",160,3,2,1,"7","acept","not furnished",2305,2300,205,30,4840,6768,7,1,0
"6769","Belo Horizonte",120,4,3,2,"4","acept","not furnished",0,3250,0,44,3294,6769,4,1,0
"6770","Belo Horizonte",180,4,3,4,"6","not acept","not furnished",1633,12000,695,160,14490,6770,6,0,0
"6771","Belo Horizonte",290,3,3,0,"0","acept","not furnished",0,6000,276,99,6375,6771,0,1,0
"6773","Campinas",60,3,1,1,"0","not acept","not furnished",450,1087,67,14,1618,6773,0,0,0
"6776","Belo Horizonte",260,4,4,0,"5","acept","not furnished",562,6500,241,87,7390,6776,5,1,0
"6778","Rio de Janeiro",350,3,2,3,"0","acept","not furnished",0,15000,834,229,16060,6778,0,1,0
"6780","Porto Alegre",42,1,1,1,"2","acept","not furnished",255,2198,0,33,2486,6780,2,1,0
"6789","Porto Alegre",197,3,2,3,"3","acept","not furnished",1780,7000,425,103,9308,6789,3,1,0
"6791","Rio de Janeiro",105,3,2,1,"2","acept","not furnished",1200,1750,147,23,3120,6791,2,1,0
"6792","Belo Horizonte",390,5,5,5,"8","not acept","not furnished",1300,8000,797,107,10200,6792,8,0,0
"6794","Rio de Janeiro",105,3,2,1,"5","acept","not furnished",1350,3700,380,28,5458,6794,5,1,0
"6796","Belo Horizonte",260,4,4,5,"5","not acept","not furnished",295,4500,407,60,5262,6796,5,0,0
"6797","Rio de Janeiro",344,4,3,2,"16","acept","furnished",2414,3612,419,47,6492,6797,16,1,1
"6799","Rio de Janeiro",50,2,1,0,"5","acept","furnished",460,1800,50,24,2334,6799,5,1,1
"6805","Rio de Janeiro",38,1,1,1,"3","acept","not furnished",423,1450,0,19,1892,6805,3,1,0
"6808","Porto Alegre",160,3,3,3,"8","acept","furnished",2200,8950,621,131,11900,6808,8,1,1
"6811","Campinas",203,3,1,2,"0","acept","not furnished",0,3300,117,50,3467,6811,0,1,0
"6813","Rio de Janeiro",50,2,1,1,"5","acept","furnished",470,1550,13,20,2053,6813,5,1,1
"6817","Porto Alegre",60,2,2,1,"4","not acept","not furnished",600,2170,67,32,2869,6817,4,0,0
"6819","Rio de Janeiro",93,2,1,1,"7","acept","furnished",1200,5500,317,71,7088,6819,7,1,1
"6821","Porto Alegre",71,3,1,0,"1","acept","not furnished",320,1250,46,19,1635,6821,1,1,0
"6822","Rio de Janeiro",67,1,1,1,"11","acept","not furnished",508,800,123,11,1442,6822,11,1,0
"6824","Belo Horizonte",300,4,6,4,"2","acept","furnished",2350,13000,1387,174,16910,6824,2,1,1
"6828","Campinas",54,1,2,1,"6","acept","furnished",400,3500,0,45,3945,6828,6,1,1
"6831","Belo Horizonte",92,3,2,2,"3","acept","not furnished",300,1950,171,26,2447,6831,3,1,0
"6832","Belo Horizonte",125,3,2,0,"2","acept","not furnished",704,1850,384,25,2963,6832,2,1,0
"6833","Campinas",308,3,4,4,"0","acept","not furnished",0,8000,478,121,8599,6833,0,1,0
"6836","Belo Horizonte",70,1,1,0,"1","acept","not furnished",200,1100,135,15,1450,6836,1,1,0
"6837","Belo Horizonte",65,2,2,1,"3","acept","not furnished",220,1200,96,16,1532,6837,3,1,0
"6841","Belo Horizonte",110,3,2,1,"2","not acept","not furnished",400,1400,150,19,1969,6841,2,0,0
"6842","Porto Alegre",113,3,2,3,"4","acept","not furnished",599,2200,100,33,2932,6842,4,1,0
"6845","Belo Horizonte",253,3,3,3,"4","acept","not furnished",326,2400,251,32,3009,6845,4,1,0
"6846","Belo Horizonte",490,4,4,3,"0","acept","not furnished",0,9000,585,148,9733,6846,0,1,0
"6849","Rio de Janeiro",80,2,2,1,"9","not acept","furnished",3908,5000,380,65,9353,6849,9,0,1
"6851","Rio de Janeiro",25,1,1,0,"2","acept","furnished",530,1900,350,25,2805,6851,2,1,1
"6855","Rio de Janeiro",120,3,2,0,"5","acept","furnished",980,1800,162,24,2966,6855,5,1,1
"6857","Belo Horizonte",70,2,1,2,"3","acept","not furnished",240,2000,27,27,2294,6857,3,1,0
"6859","Belo Horizonte",214,4,3,3,"1","not acept","not furnished",1760,5600,798,75,8233,6859,1,0,0
"6861","Rio de Janeiro",64,2,1,0,"6","not acept","not furnished",950,3500,125,46,4621,6861,6,0,0
"6863","Porto Alegre",35,1,1,0,"0","acept","furnished",220,850,9,13,1092,6863,0,1,1
"6865","Belo Horizonte",78,2,3,2,"3","acept","not furnished",407,2500,209,34,3150,6865,3,1,0
"6866","Belo Horizonte",92,3,1,1,"2","acept","not furnished",270,1900,81,26,2277,6866,2,1,0
"6867","Porto Alegre",513,3,2,2,"3","acept","furnished",350,2900,100,43,3393,6867,3,1,1
"6868","Campinas",58,1,1,1,"1","acept","not furnished",797,1270,64,17,2148,6868,1,1,0
"6870","Belo Horizonte",200,4,5,3,"5","not acept","furnished",1900,9000,134,120,11150,6870,5,0,1
"6871","Porto Alegre",115,1,1,0,"4","acept","furnished",350,1600,150,24,2124,6871,4,1,1
"6872","Rio de Janeiro",64,2,1,1,"1","acept","furnished",2244,1900,258,25,4427,6872,1,1,1
"6873","Campinas",40,1,1,1,"2","not acept","not furnished",1300,1000,0,13,2313,6873,2,0,0
"6874","Rio de Janeiro",159,3,2,2,"12","acept","not furnished",1350,1900,650,25,3925,6874,12,1,0
"6875","Rio de Janeiro",35,1,1,0,"1","acept","furnished",0,1850,74,24,1948,6875,1,1,1
"6878","Campinas",43,1,1,0,"5","not acept","not furnished",323,660,14,9,1006,6878,5,0,0
"6879","Belo Horizonte",142,3,3,2,"0","acept","not furnished",0,2000,114,33,2147,6879,0,1,0
"6880","Belo Horizonte",244,4,3,3,"3","acept","not furnished",600,2900,276,39,3815,6880,3,1,0
"6882","Campinas",55,2,1,1,"4","acept","not furnished",395,700,40,9,1144,6882,4,1,0
"6886","Belo Horizonte",50,2,1,1,"4","acept","not furnished",158,1140,0,16,1314,6886,4,1,0
"6890","Porto Alegre",38,1,1,1,"8","acept","not furnished",350,1490,46,22,1908,6890,8,1,0
"6891","Campinas",45,1,1,1,"15","acept","not furnished",653,880,38,12,1583,6891,15,1,0
"6892","Rio de Janeiro",36,1,1,0,"4","not acept","furnished",1,1627,1,21,1650,6892,4,0,1
"6893","Rio de Janeiro",75,2,1,1,"4","acept","furnished",500,1360,33,18,1911,6893,4,1,1
"6896","Porto Alegre",58,2,2,2,"8","acept","not furnished",500,2470,0,37,3007,6896,8,1,0
"6898","Porto Alegre",87,2,1,1,"6","acept","furnished",300,1550,43,23,1916,6898,6,1,1
"6900","Rio de Janeiro",124,3,2,2,"8","not acept","furnished",1250,5400,250,70,6970,6900,8,0,1
"6902","Campinas",90,2,1,0,"0","not acept","not furnished",0,1700,105,26,1831,6902,0,0,0
"6903","Porto Alegre",270,2,3,1,"0","acept","not furnished",0,6500,38,116,6654,6903,0,1,0
"6904","Campinas",200,4,3,2,"1","acept","not furnished",1150,3400,209,44,4803,6904,1,1,0
"6905","Porto Alegre",79,3,1,0,"10","acept","furnished",480,1140,500,17,2137,6905,10,1,1
"6912","Belo Horizonte",50,1,1,1,"4","not acept","furnished",530,1850,202,25,2607,6912,4,0,1
"6913","Campinas",110,3,1,1,"0","acept","not furnished",0,1500,50,23,1573,6913,0,1,0
"6915","Belo Horizonte",60,2,1,1,"8","acept","not furnished",405,2100,162,28,2695,6915,8,1,0
"6916","Rio de Janeiro",95,2,2,0,"5","acept","not furnished",900,1700,141,22,2763,6916,5,1,0
"6919","Rio de Janeiro",70,1,1,1,"3","acept","furnished",750,2000,250,26,3026,6919,3,1,1
"6920","Rio de Janeiro",90,2,2,1,"4","not acept","not furnished",900,2700,105,35,3740,6920,4,0,0
"6922","Campinas",110,3,3,2,"0","acept","not furnished",560,3200,88,49,3897,6922,0,1,0
"6923","Belo Horizonte",165,3,3,3,"0","acept","not furnished",0,3000,192,50,3242,6923,0,1,0
"6926","Belo Horizonte",70,3,1,1,"3","acept","not furnished",90,900,1,12,1003,6926,3,1,0
"6927","Campinas",50,1,1,0,"1","not acept","furnished",640,2000,100,26,2766,6927,1,0,1
"6929","Belo Horizonte",245,4,5,2,"7","acept","not furnished",1400,2025,234,27,3686,6929,7,1,0
"6931","Belo Horizonte",70,2,1,1,"2","acept","not furnished",140,950,32,13,1135,6931,2,1,0
"6932","Rio de Janeiro",50,1,1,0,"1","acept","furnished",250,750,0,10,1010,6932,1,1,1
"6933","Belo Horizonte",40,2,2,1,"2","not acept","not furnished",210,900,0,12,1122,6933,2,0,0
"6936","Rio de Janeiro",140,3,2,2,"7","acept","furnished",2320,7400,543,96,10360,6936,7,1,1
"6937","Rio de Janeiro",102,3,2,1,"4","acept","not furnished",1600,5000,38,65,6703,6937,4,1,0
"6939","Belo Horizonte",250,4,2,2,"0","acept","furnished",600,3500,0,47,4147,6939,0,1,1
"6942","Rio de Janeiro",125,4,4,2,"8","acept","not furnished",1600,6130,217,79,8026,6942,8,1,0
"6945","Belo Horizonte",50,2,1,1,"10","acept","not furnished",160,800,0,11,971,6945,10,1,0
"6949","Belo Horizonte",200,3,1,1,"0","acept","not furnished",0,3800,361,63,4224,6949,0,1,0
"6952","Porto Alegre",112,2,2,2,"10","acept","not furnished",1100,3153,100,47,4400,6952,10,1,0
"6953","Campinas",300,4,5,4,"0","acept","not furnished",0,4000,362,61,4423,6953,0,1,0
"6954","Belo Horizonte",75,2,1,2,"0","acept","not furnished",0,1500,63,25,1588,6954,0,1,0
"6957","Campinas",50,1,1,0,"0","acept","not furnished",0,940,50,15,1005,6957,0,1,0
